APPLICANT_ID,ESCOLARIDAD,SUCURSAL,TIPO_NEGOCIO,TIEMPO_OP_NEGOCIO,COMPRAS,INGRESO_MENSUAL_NEGOCIO,VENTAS,NOMBREOTORGANTE,FOLIO,IMPORTECREDITO,FECHACONSULTA,SCORE_FICO
160011,SECUNDARIA,GRUPO_2,VENTAS,61,700.0,14196.0,3000,VOLANA,1272466950,1000,2023-11-04,618
160011,SECUNDARIA,GRUPO_2,VENTAS,61,700.0,14196.0,3000,MICROFINANCIERA,1272466950,14000,2023-08-21,618
160011,SECUNDARIA,GRUPO_2,VENTAS,61,700.0,14196.0,3000,VOLANA,1272466950,1000,2023-07-31,618
160011,SECUNDARIA,GRUPO_2,VENTAS,61,700.0,14196.0,3000,BANCO,1272466950,0,2023-05-31,618
160012,LICENCIATURA,GRUPO_2,PRESTAMO_DE_SERVICIOS,49,500.0,9444.0,4500,VOLANA,1205227401,1000,2023-07-31,541
160012,LICENCIATURA,GRUPO_2,PRESTAMO_DE_SERVICIOS,49,500.0,9444.0,4500,BANCO,1205227401,0,2023-05-31,541
160015,TECNICO,GRUPO_2,OFICIOS,61,900.0,17120.0,3000,VOLANA,1205231900,1000,2023-07-31,537
160015,TECNICO,GRUPO_2,OFICIOS,61,900.0,17120.0,3000,VOLANA,1272467340,1000,2023-11-04,537
160015,TECNICO,GRUPO_2,OFICIOS,61,900.0,17120.0,3000,BANCOS,1272467340,0,2023-09-21,537
160015,TECNICO,GRUPO_2,OFICIOS,61,900.0,17120.0,3000,MICROFINANCIERA,1272467340,13000,2023-08-21,537
160015,TECNICO,GRUPO_2,OFICIOS,61,900.0,17120.0,3000,VOLANA,1272467340,1000,2023-07-31,537
160020,LICENCIATURA,GRUPO_2,ESTETICA,25,600.0,5808.0,2500,VOLANA,1205237646,1000,2023-07-31,530
160020,LICENCIATURA,GRUPO_2,ESTETICA,25,600.0,5808.0,2500,BANCO,1205237646,0,2023-07-23,530
160020,LICENCIATURA,GRUPO_2,ESTETICA,25,600.0,5808.0,2500,FINANCIERA,1205237646,0,2023-07-06,530
160020,LICENCIATURA,GRUPO_2,ESTETICA,25,600.0,5808.0,2500,VOLANA,1272467185,1000,2023-11-04,529
160020,LICENCIATURA,GRUPO_2,ESTETICA,25,600.0,5808.0,2500,SIC,1272467185,0,2023-10-16,529
