,id_distribuidor,fecha_consulta,folio,saldo_vencido_total,pagos_vencidos,creditos_totales,creditos_con_claves_prevencion,creditos_completados_con_atraso,creditos_completados_sin_atraso
2686,161080.0,2023-08-14 15:51:16,1214248647,19135,191,173,91,4,169
2687,161081.0,2023-08-14 16:07:05,1214259021,23809,44,60,23,6,54
2694,161087.0,2023-08-14 17:07:04,1214301173,0,0,3,2,0,3
2695,161089.0,2023-08-14 17:07:19,1214301378,102254,329,37,26,13,24
2697,161091.0,2023-08-14 17:14:09,1214306450,15107,72,7,4,1,6
2699,161092.0,2023-08-14 17:26:14,1214316328,4513,14,6,3,3,3
2701,161102.0,2023-08-14 17:35:04,1214323725,0,2,40,22,0,40
2706,161105.0,2023-08-14 18:13:23,1214354877,0,1,2,1,0,2
2714,161130.0,2023-08-14 19:51:15,1214445449,25620,64,32,8,3,29
2727,161175.0,2023-08-14 22:45:13,1214584616,159997,47,81,50,2,79
2729,161178.0,2023-08-14 23:00:43,1214595816,67542,105,56,30,7,49
2744,161202.0,2023-08-15 14:35:24,1214867473,9146,210,45,17,6,39
2745,161213.0,2023-08-15 15:09:58,1214883281,7757,263,32,23,2,30
2746,161223.0,2023-08-15 15:46:10,1214905400,16666,22,6,4,3,3
2748,161228.0,2023-08-15 15:46:28,1214905617,4527,13,71,64,1,70
2752,130170.0,2023-08-15 15:51:14,1214908742,24313,50,42,31,3,39
2771,161248.0,2023-08-15 17:20:11,1214976176,19745,52,46,17,3,43
2772,161249.0,2023-08-15 17:50:33,1215001499,0,0,7,4,0,7
2775,129845.0,2023-08-15 17:55:46,1215005737,15059,50,42,24,5,37
2776,149935.0,2023-08-15 17:56:07,1215006074,0,0,2,0,0,2
2777,130115.0,2023-08-15 17:56:19,1215006215,19751,39,140,74,3,137
2778,129849.0,2023-08-15 17:56:29,1215006374,0,70,18,3,0,18
2779,130165.0,2023-08-15 17:56:40,1215006458,4669,4,21,16,1,20
2780,129850.0,2023-08-15 17:57:09,1215006859,38129,172,59,37,5,54
2781,149973.0,2023-08-15 17:57:45,1215007370,0,0,6,5,0,6
2783,161251.0,2023-08-15 18:18:54,1215024911,221347,284,70,26,14,56
2786,150370.0,2023-08-15 18:51:12,1215053200,1884,128,37,20,2,35
2795,161286.0,2023-08-15 20:17:27,1215127115,75266,67,31,20,4,27
2797,99362.0,2023-08-15 20:19:49,1215128989,12940,19,20,11,1,19
2798,99361.0,2023-08-15 20:20:54,1215129884,7866,25,14,7,3,11
2799,93600.0,2023-08-15 20:39:24,1215144971,15150,63,27,15,2,25
2800,105564.0,2023-08-15 20:39:43,1215145190,37293,58,44,28,5,39
2801,93586.0,2023-08-15 20:43:41,1215148291,113809,67,42,35,5,37
2806,18377.0,2023-08-15 22:24:27,1215231533,34972,31,65,36,1,64
2813,98847.0,2023-08-15 23:58:13,1215302115,40174,200,52,28,6,46
2814,109795.0,2023-08-16 00:00:13,1215303580,4579,63,39,20,2,37
2815,98815.0,2023-08-16 00:02:38,1215305245,4746,32,74,50,2,72
2816,151065.0,2023-08-16 00:04:27,1215306519,15044,55,41,25,3,38
2826,98814.0,2023-08-16 01:32:33,1215361619,15252,65,47,31,4,43
2828,161361.0,2023-08-16 16:03:24,1215942561,0,17,50,36,0,50
2831,161371.0,2023-08-16 17:26:54,1216009661,5361,53,29,18,3,26
2833,161374.0,2023-08-16 18:11:56,1216049671,0,0,46,34,0,46
2834,161385.0,2023-08-16 18:12:06,1216049828,51354,130,26,22,4,22
2835,161386.0,2023-08-16 18:12:14,1216049945,66239,379,31,17,5,26
2836,161387.0,2023-08-16 18:46:43,1216080943,51555,72,125,68,12,113
2837,161394.0,2023-08-16 18:51:35,1216085207,1602,8,18,10,2,16
2838,161443.0,2023-08-16 19:48:09,1216142774,9551,222,86,30,3,83
2839,161440.0,2023-08-16 19:48:38,1216143222,0,1,50,13,0,50
2840,161445.0,2023-08-16 20:09:21,1216164871,177170,265,49,31,13,36
2844,161462.0,2023-08-16 20:42:17,1216205873,11819,19,16,4,5,11
2848,161467.0,2023-08-16 21:03:31,1216228242,24675,29,16,9,3,13
2851,161484.0,2023-08-16 22:02:21,1216287961,288528,150,49,25,11,38
2852,161392.0,2023-08-16 22:07:09,1216292745,5578,53,63,30,3,60
2864,141878.0,2023-08-16 23:09:37,1216350968,117713,396,68,53,13,55
2865,161519.0,2023-08-17 14:32:51,1216691394,110106,73,14,7,6,8
2866,150338.0,2023-08-17 14:38:27,1216693691,25090,97,53,22,6,47
2867,150770.0,2023-08-17 14:38:57,1216693928,4047,24,22,11,2,20
2868,150414.0,2023-08-17 14:39:36,1216694148,35769,72,37,18,4,33
2869,150267.0,2023-08-17 14:40:04,1216694366,3849,12,25,16,1,24
2870,150417.0,2023-08-17 14:40:30,1216694537,0,4,6,0,0,6
2872,161523.0,2023-08-17 14:57:43,1216702239,2308,8,27,26,1,26
2877,130392.0,2023-08-17 15:40:50,1216726580,30268,42,26,13,6,20
2887,161540.0,2023-08-17 15:52:23,1216734260,5281,89,33,25,2,31
2889,161494.0,2023-08-17 16:04:46,1216742746,4734,48,51,25,2,49
2890,161545.0,2023-08-17 16:18:52,1216753011,0,4,1,1,0,1
2891,139963.0,2023-08-17 16:23:15,1216756482,15087,14,218,8,2,216
2896,119776.0,2023-08-17 16:41:20,1216771193,15885,98,55,8,5,50
2897,161567.0,2023-08-17 17:05:21,1216790924,0,0,1,0,0,1
2898,161577.0,2023-08-17 17:10:09,1216794668,9703,100,44,26,1,43
2899,161583.0,2023-08-17 17:37:30,1216817594,5812,67,24,11,6,18
2900,121117.0,2023-08-17 17:43:45,1216823075,1461,116,96,59,1,95
2901,121480.0,2023-08-17 17:52:40,1216830906,3635,31,53,34,2,51
2902,149082.0,2023-08-17 17:59:41,1216837311,1461,21,9,6,1,8
2905,161590.0,2023-08-17 18:10:16,1216846738,71020,50,20,13,3,17
2906,161591.0,2023-08-17 18:19:29,1216855003,31820,44,33,25,3,30
2908,161605.0,2023-08-17 18:49:12,1216881717,13141,25,11,6,2,9
2917,161619.0,2023-08-17 19:03:56,1216894805,12330,42,18,15,2,16
2918,151255.0,2023-08-17 19:20:52,1216909459,14960,13,3,2,1,2
2919,161621.0,2023-08-17 19:30:37,1216918120,4184,71,15,5,2,13
2920,161624.0,2023-08-17 19:48:30,1216933310,12653,70,87,20,3,84
2921,161627.0,2023-08-17 19:57:12,1216940500,2683,30,4,0,1,3
2925,161635.0,2023-08-17 21:02:21,1216995206,0,315,116,31,0,116
2937,161670.0,2023-08-18 00:08:26,1217139392,8002,75,56,35,6,50
2939,161669.0,2023-08-18 00:09:01,1217139768,18928,129,49,37,7,42
2940,161671.0,2023-08-18 00:13:11,1217142172,8333,13,12,8,4,8
2942,116271.0,2023-08-18 00:24:38,1217148374,28408,88,45,30,6,39
2943,161680.0,2023-08-18 00:35:25,1217154272,33594,68,44,29,4,40
2944,161697.0,2023-08-18 15:15:47,1217362675,47444,113,56,41,6,50
2946,161701.0,2023-08-18 15:38:01,1217375826,0,0,16,15,0,16
2947,161705.0,2023-08-18 15:47:15,1217381645,8158,5,20,14,1,19
2948,140849.0,2023-08-18 15:53:27,1217386033,0,12,11,9,0,11
2949,161706.0,2023-08-18 15:54:44,1217386874,80327,31,89,25,1,88
2952,161711.0,2023-08-18 16:00:26,1217390830,37750,76,99,4,8,91
2953,140843.0,2023-08-18 16:10:37,1217398276,0,7,30,20,0,30
2955,130205.0,2023-08-18 17:06:23,1217441746,51372,86,36,15,6,30
2956,161731.0,2023-08-18 17:31:00,1217462057,18201,91,48,28,3,45
2957,161734.0,2023-08-18 18:01:22,1217488062,60331,137,16,6,5,11
2959,161736.0,2023-08-18 18:07:42,1217493456,26245,58,10,3,2,8
2962,109210.0,2023-08-18 18:19:35,1217503865,0,1,8,5,0,8
2966,161747.0,2023-08-18 18:33:10,1217515613,0,1,5,4,0,5
2974,161786.0,2023-08-18 21:08:53,1217676909,52862,46,71,32,1,70
2975,161787.0,2023-08-18 21:11:33,1217678847,17216,39,16,11,3,13
2976,161732.0,2023-08-18 21:33:40,1217693810,9378,19,11,5,2,9
2980,161797.0,2023-08-18 21:57:08,1217710115,9850,44,22,14,1,21
2981,161796.0,2023-08-18 21:57:17,1217710200,53719,32,10,6,3,7
2983,161799.0,2023-08-18 22:06:07,1217715914,17826,146,80,61,5,75
2984,161810.0,2023-08-18 22:18:21,1217723574,8151,43,8,6,2,6
2987,161818.0,2023-08-18 22:45:41,1217741015,23479,53,46,3,1,45
2990,131066.0,2023-08-18 23:10:34,1217756046,1086,93,31,19,2,29
2991,131000.0,2023-08-18 23:35:56,1217770435,4276,3,2,0,1,1
2992,161829.0,2023-08-18 23:51:36,1217779106,81881,188,51,24,6,45
2994,161843.0,2023-08-19 00:27:17,1217797040,0,4,3,1,0,3
2997,145702.0,2023-08-19 03:42:04,1217868443,22792,58,34,21,4,30
2998,161846.0,2023-08-19 04:10:38,1217875454,13238,113,42,34,4,38
2999,161847.0,2023-08-19 04:14:01,1217876269,2604,20,39,28,2,37
3001,161849.0,2023-08-19 04:25:15,1217879056,30556,155,33,22,4,29
3002,161850.0,2023-08-19 04:34:34,1217881299,43984,36,29,22,2,27
3008,161862.0,2023-08-19 16:12:46,1217987194,7105,50,32,28,3,29
3009,161866.0,2023-08-19 17:17:38,1218016803,9355,45,73,59,2,71
3010,130159.0,2023-08-19 17:22:15,1218019111,0,5,37,21,0,37
3013,161871.0,2023-08-19 19:16:16,1218079693,8484,16,17,10,2,15
3017,161876.0,2023-08-19 20:35:44,1218120219,13141,42,18,11,2,16
3018,161877.0,2023-08-19 20:40:58,1218122774,0,0,8,4,0,8
3019,161878.0,2023-08-20 03:15:37,1218269805,8669,22,13,5,1,12
3021,161893.0,2023-08-21 15:13:32,1218753711,102302,176,42,17,7,35
3022,136904.0,2023-08-21 15:26:01,1218759912,10320,20,15,5,2,13
3024,161903.0,2023-08-21 16:32:59,1218801718,35903,12,11,7,1,10
3026,161911.0,2023-08-21 17:21:53,1218839052,33471,81,59,39,7,52
3028,129484.0,2023-08-21 17:29:32,1218845170,21618,148,91,53,7,84
3029,129482.0,2023-08-21 17:30:07,1218845730,23750,32,49,41,1,48
3030,141222.0,2023-08-21 17:30:29,1218846026,17326,161,79,57,5,74
3031,107681.0,2023-08-21 18:20:09,1218887733,10534,49,78,52,4,74
3032,140992.0,2023-08-21 18:21:53,1218889246,10452,30,9,5,4,5
3033,161920.0,2023-08-21 18:28:47,1218895422,16907,18,16,10,3,13
3034,161951.0,2023-08-21 21:16:07,1219036684,51798,83,39,15,3,36
3036,161987.0,2023-08-21 23:06:06,1219118288,0,3,4,2,0,4
3037,126101.0,2023-08-21 23:15:48,1219125344,8197,207,50,22,5,45
3038,161991.0,2023-08-21 23:20:15,1219128608,222301,264,75,20,3,72
3042,162002.0,2023-08-22 15:01:43,1219405061,17957,42,55,20,3,52
3043,130206.0,2023-08-22 15:03:59,1219406361,16621,50,36,8,3,33
3044,130204.0,2023-08-22 15:28:54,1219419951,47792,142,33,16,7,26
3045,86577.0,2023-08-22 16:01:27,1219441355,98293,141,93,63,6,87
3046,162010.0,2023-08-22 16:12:55,1219449910,95240,113,42,35,4,38
3047,162012.0,2023-08-22 16:20:37,1219455495,120342,98,81,53,5,76
3051,162021.0,2023-08-22 17:01:26,1219488041,10800,42,5,4,1,4
3053,141071.0,2023-08-22 18:51:07,1219582264,31617,114,13,2,8,5
3054,141068.0,2023-08-22 18:51:38,1219582635,7772,16,26,12,2,24
3056,162051.0,2023-08-22 19:22:45,1219609788,44441,155,75,54,5,70
3057,162052.0,2023-08-22 19:36:45,1219621958,35101,52,85,61,6,79
3058,162053.0,2023-08-22 19:37:24,1219622569,20229,98,54,34,6,48
3059,162071.0,2023-08-22 20:01:35,1219647225,9125,71,8,1,7,1
3060,161709.0,2023-08-22 20:29:32,1219671580,76345,62,26,17,7,19
3061,162089.0,2023-08-22 21:08:17,1219704656,17323,76,52,28,9,43
3063,162101.0,2023-08-22 22:33:59,1219777520,80813,51,50,29,4,46
3068,162112.0,2023-08-22 23:13:27,1219809649,4799,3,4,3,2,2
3079,162157.0,2023-08-23 15:31:46,1220150006,44854,119,20,9,4,16
3088,162182.0,2023-08-23 16:47:42,1220200923,57739,180,23,13,6,17
3089,162184.0,2023-08-23 16:48:35,1220201624,7159,32,34,27,3,31
3092,162189.0,2023-08-23 17:13:55,1220221609,2898,19,38,25,1,37
3094,162208.0,2023-08-23 17:49:36,1220252113,87239,92,33,16,2,31
3101,162216.0,2023-08-23 18:21:18,1220279615,4475,3,8,5,1,7
3102,162215.0,2023-08-23 18:22:33,1220280606,157407,280,42,26,10,32
3103,136448.0,2023-08-23 18:22:48,1220280823,19925,20,27,15,5,22
3104,162214.0,2023-08-23 18:23:51,1220281822,0,6,23,11,0,23
3105,162212.0,2023-08-23 18:24:13,1220282176,0,0,14,10,0,14
3106,162217.0,2023-08-23 18:33:28,1220290281,0,1,17,14,0,17
3107,162220.0,2023-08-23 18:34:48,1220291408,7007,34,68,46,7,61
3108,162222.0,2023-08-23 18:51:45,1220305953,0,135,61,28,0,61
3109,124388.0,2023-08-23 19:06:48,1220319146,124066,84,63,44,6,57
3114,162234.0,2023-08-23 19:27:55,1220337695,14610,19,36,24,2,34
3116,124474.0,2023-08-23 20:04:43,1220368682,1505,18,39,30,1,38
3117,150389.0,2023-08-23 20:13:16,1220375895,34886,126,17,7,10,7
3118,150390.0,2023-08-23 20:13:33,1220376137,96074,298,94,56,4,90
3119,150392.0,2023-08-23 20:13:45,1220376308,35076,68,51,22,2,49
3120,150393.0,2023-08-23 20:13:59,1220376494,0,31,80,41,0,80
3121,152044.0,2023-08-23 20:14:15,1220376758,43117,86,38,32,4,34
3123,162260.0,2023-08-23 21:12:17,1220423192,59984,196,34,21,13,21
3124,150944.0,2023-08-23 21:17:32,1220427374,1956,42,33,23,1,32
3125,150921.0,2023-08-23 21:17:56,1220427663,81,244,40,18,3,37
3126,150918.0,2023-08-23 21:18:18,1220427999,35270,44,54,31,3,51
3127,150912.0,2023-08-23 21:18:40,1220428277,2176,27,12,10,1,11
3128,150905.0,2023-08-23 21:19:01,1220428548,47517,283,48,27,4,44
3129,150901.0,2023-08-23 21:19:25,1220428882,2115,23,37,28,1,36
3130,162262.0,2023-08-23 21:25:25,1220433720,72075,112,60,6,3,57
3131,162261.0,2023-08-23 21:26:27,1220434565,7194,9,41,14,1,40
3132,162264.0,2023-08-23 21:33:38,1220440415,9081,238,70,41,5,65
3138,162269.0,2023-08-23 22:15:04,1220473268,9446,76,11,7,3,8
3140,89410.0,2023-08-23 22:15:35,1220473684,16926,9,32,12,1,31
3145,130783.0,2023-08-23 23:37:58,1220536306,83655,60,30,21,3,27
3146,130784.0,2023-08-23 23:41:11,1220538636,118990,158,46,28,6,40
3147,130787.0,2023-08-23 23:44:02,1220540556,124588,553,89,49,14,75
3148,130767.0,2023-08-23 23:48:59,1220544000,127942,307,86,60,9,77
3149,152798.0,2023-08-24 00:32:11,1220572632,3982,75,57,3,5,52
3150,153051.0,2023-08-24 00:33:11,1220573211,26931,136,116,35,5,111
3151,152802.0,2023-08-24 00:35:11,1220574434,73287,90,116,59,9,107
3152,152801.0,2023-08-24 00:35:57,1220574939,0,55,27,15,0,27
3153,152349.0,2023-08-24 00:37:32,1220576078,7,155,71,22,1,70
3154,152680.0,2023-08-24 00:38:21,1220576682,281,2,4,0,1,3
3155,152345.0,2023-08-24 00:38:53,1220577021,21053,259,46,23,4,42
3156,152344.0,2023-08-24 00:39:28,1220577404,9790,73,85,48,5,80
3157,152721.0,2023-08-24 00:40:02,1220577781,4421,5,46,22,2,44
3160,152363.0,2023-08-24 00:41:42,1220579019,35860,180,94,29,12,82
3164,152797.0,2023-08-24 14:45:10,1220839127,52526,57,41,8,3,38
3165,151561.0,2023-08-24 15:23:18,1220857550,2622,69,15,7,2,13
3166,151398.0,2023-08-24 15:24:03,1220857979,16452,115,77,48,5,72
3167,151400.0,2023-08-24 15:24:49,1220858396,95703,103,57,44,5,52
3168,151394.0,2023-08-24 15:25:28,1220858792,31220,119,59,47,6,53
3169,151399.0,2023-08-24 15:26:09,1220859212,18680,0,55,5,1,54
3170,151567.0,2023-08-24 15:26:53,1220859641,62154,151,87,66,6,81
3171,151369.0,2023-08-24 15:28:01,1220860261,21968,49,87,21,5,82
3172,151373.0,2023-08-24 15:28:38,1220860636,118955,90,46,20,7,39
3173,151370.0,2023-08-24 15:29:28,1220861103,139182,39,37,17,8,29
3174,151363.0,2023-08-24 15:30:02,1220861392,100195,40,17,12,4,13
3176,151371.0,2023-08-24 15:31:41,1220862321,196516,151,69,25,12,57
3178,151362.0,2023-08-24 15:32:21,1220862673,90947,255,114,43,11,103
3188,162311.0,2023-08-24 15:55:56,1220877725,3786,20,63,28,6,57
3190,162317.0,2023-08-24 16:24:08,1220897415,3065,23,18,12,2,16
3198,95170.0,2023-08-24 16:37:42,1220907912,35710,159,150,56,5,145
3200,132218.0,2023-08-24 16:44:32,1220913334,43053,277,248,35,5,243
3201,151972.0,2023-08-24 16:45:12,1220913894,2421,0,23,15,1,22
3202,151973.0,2023-08-24 16:45:43,1220914261,36609,229,107,55,13,94
3204,96812.0,2023-08-24 16:48:09,1220916287,7216,0,43,32,1,42
3210,162353.0,2023-08-24 17:31:33,1220952214,4133,15,37,24,1,36
3211,162354.0,2023-08-24 17:36:10,1220956092,12162,51,93,54,5,88
3216,151658.0,2023-08-24 18:01:37,1220977819,23298,70,69,29,3,66
3217,151654.0,2023-08-24 18:01:59,1220978169,6909,49,28,8,2,26
3225,162310.0,2023-08-24 18:44:25,1221021167,7632,30,8,3,2,6
3227,162372.0,2023-08-24 19:11:40,1221045819,0,3,75,40,0,75
3228,162385.0,2023-08-24 19:47:46,1221075964,108652,66,77,23,6,71
3230,11429.0,2023-08-24 20:08:37,1221093519,3897,63,24,15,3,21
3231,93577.0,2023-08-24 20:57:54,1221133230,30266,33,21,14,4,17
3232,151776.0,2023-08-24 21:06:34,1221139849,0,0,3,2,0,3
3233,151689.0,2023-08-24 21:07:15,1221140441,10177,79,34,20,8,26
3234,151649.0,2023-08-24 21:07:43,1221140809,0,0,1,0,0,1
3235,151650.0,2023-08-24 21:08:19,1221141286,10969,5,25,11,1,24
3237,151722.0,2023-08-24 21:09:01,1221141836,7853,65,40,24,1,39
3238,162399.0,2023-08-24 21:09:33,1221142259,1812,36,72,49,1,71
3246,162415.0,2023-08-24 22:28:54,1221203308,170906,91,48,28,10,38
3251,162432.0,2023-08-24 22:52:21,1221222162,18615,103,69,31,7,62
3260,162454.0,2023-08-25 14:19:11,1222531449,66624,214,40,31,9,31
3262,162455.0,2023-08-25 14:25:35,1222533074,15123,106,63,56,4,59
3265,114567.0,2023-08-25 14:41:53,1222567737,6984,42,31,9,2,29
3271,162485.0,2023-08-25 15:59:21,1222807619,8384,27,12,11,3,9
3272,162487.0,2023-08-25 16:22:13,1222857165,77209,134,33,27,6,27
3273,162488.0,2023-08-25 16:25:14,1222864272,67344,166,24,10,14,10
3274,162489.0,2023-08-25 16:28:53,1222868130,67465,116,26,8,5,21
3275,162490.0,2023-08-25 16:34:34,1222871454,15181,19,71,26,1,70
3281,162508.0,2023-08-25 17:21:55,1222919054,0,0,5,0,0,5
3284,162511.0,2023-08-25 17:27:41,1222930406,0,0,3,2,0,3
3285,162534.0,2023-08-25 18:38:04,1223001377,5055,7,5,3,1,4
3289,162540.0,2023-08-25 19:28:09,1223079201,8378,4,12,8,1,11
3291,162527.0,2023-08-25 20:30:03,1223228255,46716,153,105,52,4,101
3293,162573.0,2023-08-25 21:47:16,1223354792,332075,122,40,31,5,35
3300,162583.0,2023-08-25 22:53:59,1223517892,23655,73,34,17,4,30
3301,162586.0,2023-08-25 23:05:09,1223546434,2384,15,6,4,1,5
3302,162590.0,2023-08-25 23:11:35,1223558702,8783,32,21,15,2,19
3303,162591.0,2023-08-25 23:15:31,1223565923,2247,6,3,1,1,2
3304,162592.0,2023-08-25 23:19:22,1223573066,0,2,60,43,0,60
3305,130768.0,2023-08-25 23:24:12,1223581800,104236,119,156,63,8,148
3307,162594.0,2023-08-25 23:37:58,1223602090,777,18,5,1,1,4
3309,132928.0,2023-08-26 00:05:56,1223662185,65880,259,82,52,4,78
3311,162597.0,2023-08-26 00:29:29,1223698798,0,16,17,13,0,17
3312,162600.0,2023-08-26 14:23:57,1223912037,29926,49,7,4,2,5
3313,162601.0,2023-08-26 14:35:02,1223915236,41827,63,16,11,7,9
3315,162609.0,2023-08-26 15:01:02,1223922725,0,0,11,6,0,11
3324,162614.0,2023-08-26 15:19:38,1223929573,25030,69,39,10,5,34
3325,130055.0,2023-08-26 15:41:54,1223939113,34305,185,29,15,8,21
3326,129714.0,2023-08-26 15:42:17,1223939288,8935,15,8,3,2,6
3327,129711.0,2023-08-26 15:42:37,1223939405,34306,50,56,31,6,50
3328,132203.0,2023-08-26 15:43:02,1223939619,0,0,7,3,0,7
3329,141707.0,2023-08-26 15:43:27,1223939785,2516,2,3,1,1,2
3330,162615.0,2023-08-26 15:46:19,1223941058,1873,5,37,16,1,36
3331,150585.0,2023-08-26 15:49:58,1223942542,28761,77,42,22,2,40
3332,162618.0,2023-08-26 15:58:53,1223946313,0,0,20,16,0,20
3336,162624.0,2023-08-26 16:26:28,1223959974,5927,20,14,14,1,13
3338,162638.0,2023-08-26 17:18:54,1223989595,38601,92,184,48,4,180
3339,147730.0,2023-08-26 17:23:47,1223992877,79935,160,69,35,5,64
3341,162642.0,2023-08-26 17:50:08,1224009878,0,3,83,60,0,83
3342,162645.0,2023-08-26 18:04:50,1224019873,7449,15,6,3,2,4
3343,162647.0,2023-08-26 18:40:49,1224044349,0,3,58,49,0,58
3344,162646.0,2023-08-26 18:41:05,1224044511,0,64,33,29,0,33
3345,162648.0,2023-08-26 18:58:14,1224055390,0,3,37,34,0,37
3347,162634.0,2023-08-26 19:18:23,1224067638,16834,105,14,11,4,10
3349,162626.0,2023-08-26 19:18:37,1224067793,17492,28,37,32,3,34
3350,162625.0,2023-08-26 19:18:51,1224067898,80484,220,85,64,9,76
3351,162623.0,2023-08-26 19:18:57,1224067967,0,0,8,6,0,8
3352,162619.0,2023-08-26 19:19:05,1224068074,120586,77,100,29,2,98
3353,162589.0,2023-08-26 19:19:20,1224068216,8380,8,8,7,1,7
3354,162554.0,2023-08-26 19:19:30,1224068300,10291,57,36,26,2,34
3355,142227.0,2023-08-28 14:33:39,1224756932,127159,116,229,21,8,221
3357,142230.0,2023-08-28 14:34:46,1224757321,33630,212,60,26,12,48
3358,142220.0,2023-08-28 14:35:13,1224757494,13102,58,6,3,2,4
3359,142333.0,2023-08-28 14:35:35,1224757630,44058,204,41,15,11,30
3360,142224.0,2023-08-28 14:35:52,1224757726,5090,8,51,22,1,50
3361,142232.0,2023-08-28 14:36:20,1224757904,8093,17,12,8,2,10
3363,162667.0,2023-08-28 15:02:37,1224767074,622,6,25,14,2,23
3365,152020.0,2023-08-28 15:10:10,1224770142,17392,268,51,34,2,49
3366,153140.0,2023-08-28 15:19:43,1224774555,3469,26,46,32,1,45
3367,152905.0,2023-08-28 15:20:10,1224774798,35381,35,37,10,6,31
3368,152599.0,2023-08-28 15:20:34,1224775025,0,1,46,27,0,46
3369,152164.0,2023-08-28 15:20:55,1224775210,0,0,34,29,0,34
3370,152162.0,2023-08-28 15:21:20,1224775435,12702,58,9,1,4,5
3372,142235.0,2023-08-28 15:31:20,1224780810,44410,17,17,14,2,15
3373,127405.0,2023-08-28 15:41:34,1224786525,28426,238,44,23,5,39
3374,162672.0,2023-08-28 15:42:01,1224786759,4240,30,25,12,1,24
3375,162679.0,2023-08-28 15:57:21,1224795663,0,0,2,0,0,2
3376,160459.0,2023-08-28 16:36:31,1224823266,440,1,1,1,1,0
3381,141609.0,2023-08-28 16:39:46,1224825634,1789,13,55,35,1,54
3382,132446.0,2023-08-28 16:39:55,1224825737,71154,91,83,50,4,79
3383,162696.0,2023-08-28 16:39:55,1224825749,57962,107,27,19,5,22
3384,132447.0,2023-08-28 16:40:03,1224825851,17513,110,27,12,6,21
3385,132452.0,2023-08-28 16:40:15,1224826016,43160,263,111,44,12,99
